MJD,m,dm,F,r,delta,alpha
59090.475061611105,18.357,0.093,o,18.857,17.994,1.627
59090.48067561111,18.271,0.08,o,18.857,17.993,1.627
59090.48344861111,18.296,0.079,o,18.857,17.993,1.627
59090.502359611106,18.155,0.068,o,18.857,17.993,1.626
59092.432740611104,17.995,0.103,o,18.858,17.977,1.537
59092.43458461111,18.273,0.111,o,18.858,17.977,1.537
59092.43734661111,18.373,0.152,o,18.858,17.977,1.537
59092.44748361111,18.209,0.095,o,18.858,17.977,1.536
59100.41349761111,18.246,0.061,o,18.858,17.921,1.15
59100.41533861111,18.198,0.061,o,18.858,17.921,1.15
59100.426427611106,18.135,0.062,o,18.858,17.921,1.15
59100.43475761112,18.157,0.069,o,18.858,17.921,1.149
59101.4488796111,18.313,0.066,o,18.858,17.915,1.098
59101.4507276111,18.388,0.057,o,18.858,17.915,1.098
59101.453492611116,18.171,0.055,o,18.858,17.915,1.098
59101.45857061112,18.265,0.058,o,18.858,17.915,1.098
59102.44958361111,18.23,0.069,o,18.858,17.909,1.048
59102.45279961111,18.183,0.064,o,18.858,17.909,1.048
59102.45558761111,18.224,0.057,o,18.858,17.909,1.048
59102.4606526111,18.227,0.055,o,18.859,17.909,1.047
59104.448892611115,18.239,0.056,o,18.859,17.899,0.946
59104.457225611106,18.148,0.054,o,18.859,17.899,0.946
59104.459072611106,18.138,0.049,o,18.859,17.899,0.946
59104.46921661111,18.203,0.06,o,18.859,17.899,0.945
59106.49875261111,18.492,0.096,c,18.859,17.89,0.841
59106.502880611115,18.275,0.054,c,18.859,17.89,0.84
59106.5378546111,18.368,0.055,c,18.859,17.89,0.839
59106.53923261111,18.303,0.07,c,18.859,17.89,0.839
59106.542202611105,18.406,0.066,c,18.859,17.889,0.838
59106.56917161111,18.333,0.057,c,18.859,17.889,0.837
59108.37537161111,18.193,0.056,o,18.859,17.882,0.744
59108.40574261111,18.24,0.052,o,18.859,17.882,0.742
59108.4095646111,18.209,0.069,o,18.859,17.882,0.742
59108.41235961111,18.127,0.056,o,18.859,17.882,0.742
59110.352314611104,18.412,0.083,c,18.859,17.876,0.641
59110.380639611096,18.336,0.073,c,18.859,17.875,0.64
59110.39504561111,18.396,0.086,c,18.859,17.875,0.639
59110.39597461111,18.266,0.073,c,18.859,17.875,0.639
59110.39967461111,18.425,0.108,c,18.859,17.875,0.639
59110.40104761111,18.341,0.079,c,18.859,17.875,0.639
59110.406154611104,18.348,0.092,c,18.859,17.875,0.638
59110.43395561112,18.392,0.069,c,18.859,17.875,0.637
59112.423590611106,18.151,0.061,o,18.859,17.87,0.534
59112.42543461111,18.257,0.065,o,18.859,17.87,0.534
59112.42960661111,18.132,0.056,o,18.859,17.87,0.534
59112.43890561111,18.218,0.051,o,18.859,17.87,0.533
59114.46840361111,18.26,0.056,c,18.859,17.865,0.429
59114.47210361111,18.444,0.086,c,18.859,17.865,0.429
59114.50763361111,18.348,0.071,c,18.859,17.865,0.427
59114.53582761111,18.316,0.065,c,18.859,17.865,0.426
59118.374729611096,18.093,0.074,o,18.86,17.86,0.242
59118.38862561111,17.956,0.058,o,18.86,17.86,0.241
59118.3919016111,17.978,0.057,o,18.86,17.86,0.241
59118.39739561111,18.029,0.069,o,18.86,17.86,0.241
59120.383901611116,17.884,0.093,o,18.86,17.859,0.169
59120.4052886111,18.074,0.091,o,18.86,17.859,0.169
59120.4075886111,18.056,0.08,o,18.86,17.859,0.169
59120.41035961111,17.896,0.084,o,18.86,17.859,0.169
59126.447818611116,17.938,0.086,o,18.86,17.865,0.29
59126.45147861111,17.957,0.099,o,18.86,17.865,0.29
59126.45702361111,18.108,0.116,o,18.86,17.865,0.29
59126.46821761112,17.991,0.1,o,18.86,17.865,0.291
59128.49439461111,18.01,0.073,o,18.861,17.869,0.389
59128.49853861111,18.109,0.089,o,18.861,17.869,0.389
59128.50406461111,17.995,0.066,o,18.861,17.869,0.39
59128.516614611115,18.114,0.106,o,18.861,17.869,0.39
59130.438461611106,18.162,0.071,o,18.861,17.874,0.488
59130.44264861111,18.014,0.056,o,18.861,17.874,0.488
59130.448284611106,18.1,0.066,o,18.861,17.874,0.488
59130.4589146111,18.187,0.068,o,18.861,17.874,0.489
59132.37314561111,18.112,0.07,o,18.861,17.88,0.587
59132.37500561112,18.086,0.058,o,18.861,17.88,0.587
59132.3832156111,18.061,0.055,o,18.861,17.88,0.588
59132.38841061111,18.102,0.056,o,18.861,17.88,0.588
59134.522331611115,18.227,0.107,o,18.861,17.889,0.699
59134.5278416111,18.052,0.071,o,18.861,17.889,0.699
59134.53195861111,18.133,0.082,o,18.861,17.889,0.699
59134.54250761111,18.013,0.058,o,18.861,17.889,0.7
59136.41243461111,18.253,0.063,o,18.861,17.897,0.796
59136.41757461111,18.095,0.058,o,18.861,17.897,0.797
59136.420801611115,18.177,0.061,o,18.861,17.897,0.797
59136.43095561111,18.104,0.058,o,18.861,17.897,0.797
59138.41522261111,18.322,0.122,c,18.861,17.907,0.9
59138.41844861111,18.398,0.133,c,18.861,17.907,0.9
59138.425329611106,18.164,0.121,c,18.861,17.907,0.9
59138.43923861111,18.454,0.084,c,18.861,17.907,0.901
59140.390636611104,18.105,0.061,o,18.861,17.918,1.0
59140.39432461111,18.296,0.055,o,18.861,17.918,1.0
59140.40125561111,18.138,0.051,o,18.861,17.918,1.001
59140.437338611104,18.05,0.051,o,18.861,17.919,1.003
59142.409289611096,18.297,0.055,c,18.862,17.931,1.102
59142.41208361111,18.479,0.063,c,18.862,17.931,1.102
59142.44715161111,18.489,0.071,c,18.862,17.931,1.104
59142.45400361111,18.631,0.077,c,18.862,17.931,1.104
59144.336892611114,18.122,0.061,o,18.862,17.944,1.198
59144.33968161111,18.168,0.08,o,18.862,17.944,1.198
59144.34245561111,18.139,0.123,o,18.862,17.944,1.198
59144.3475296111,18.339,0.103,o,18.862,17.944,1.199
59146.36833261111,18.343,0.09,o,18.862,17.959,1.298
59146.37201261111,18.237,0.077,o,18.862,17.959,1.298
59146.37986961111,18.299,0.083,o,18.862,17.959,1.298
59146.38969961111,18.208,0.077,o,18.862,17.959,1.299
59156.36304661111,18.412,0.077,o,18.863,18.049,1.76
59156.36725861111,18.241,0.071,o,18.863,18.049,1.76
59156.3737146111,18.158,0.069,o,18.863,18.049,1.761
59156.38940061111,18.353,0.077,o,18.863,18.049,1.761
59157.349264611104,18.135,0.091,o,18.863,18.059,1.803
59157.352491611106,18.294,0.084,o,18.863,18.059,1.803
59157.37449261111,18.084,0.054,o,18.863,18.059,1.804
59157.381013611106,18.263,0.07,o,18.863,18.059,1.804
59158.336266611106,18.314,0.076,o,18.863,18.069,1.845
59158.33950061111,18.278,0.073,o,18.863,18.069,1.845
59158.345017611115,18.504,0.092,o,18.863,18.07,1.845
59158.37912361111,18.127,0.085,o,18.863,18.07,1.847
59160.36571961111,18.44,0.075,o,18.863,18.092,1.93
59160.3694396111,18.267,0.083,o,18.863,18.092,1.93
59160.374989611104,18.442,0.088,o,18.863,18.092,1.93
59160.385144611115,18.636,0.099,o,18.863,18.092,1.931
59170.321151611104,18.553,0.071,c,18.863,18.215,2.306
59170.32435861111,18.558,0.074,c,18.863,18.215,2.306
59170.3294656111,18.806,0.097,c,18.863,18.215,2.306
59170.34375961111,18.592,0.082,c,18.863,18.215,2.307
59173.29636261111,18.248,0.068,o,18.864,18.256,2.404
59173.29956461111,18.305,0.071,o,18.864,18.256,2.404
59173.30552361111,18.428,0.084,o,18.864,18.256,2.404
59173.32157361111,18.501,0.075,o,18.864,18.256,2.405
59181.323545611114,18.491,0.138,o,18.864,18.373,2.633
59182.306823611114,18.113,0.106,o,18.864,18.388,2.657
59182.31049361112,18.407,0.143,o,18.864,18.388,2.657
59182.31597961111,18.531,0.14,o,18.864,18.389,2.658
59182.32623861112,18.252,0.123,o,18.864,18.389,2.658
59184.37141961111,18.351,0.127,o,18.864,18.421,2.706
59184.374649611105,18.354,0.131,o,18.864,18.421,2.706
59184.39216761112,18.162,0.119,o,18.864,18.421,2.706
59185.33868261111,18.599,0.122,o,18.864,18.436,2.727
59185.35163061111,18.379,0.121,o,18.864,18.436,2.727
59185.35623961111,18.521,0.11,o,18.864,18.436,2.728
59185.36684461111,18.279,0.101,o,18.864,18.436,2.728
59186.320852611105,18.291,0.091,o,18.864,18.451,2.748
59186.3318896111,18.26,0.11,o,18.864,18.452,2.748
59186.337426611106,18.031,0.067,o,18.864,18.452,2.748
59188.283831611116,18.501,0.097,o,18.864,18.483,2.787
59188.289356611116,18.563,0.139,o,18.864,18.483,2.787
59188.2930406111,18.541,0.145,o,18.864,18.483,2.787
59190.26881061111,18.711,0.091,c,18.865,18.515,2.823
59190.272027611114,18.69,0.084,c,18.865,18.515,2.823
59190.27802461111,18.744,0.074,c,18.865,18.515,2.824
59190.28875161111,18.75,0.07,c,18.865,18.516,2.824
59192.312789611104,18.443,0.07,o,18.865,18.549,2.857
59192.31601861111,18.321,0.061,o,18.865,18.549,2.857
59192.32154761111,18.422,0.073,o,18.865,18.549,2.857
59192.334475611104,18.434,0.076,o,18.865,18.549,2.857
59194.28342261111,18.824,0.095,c,18.865,18.582,2.886
59194.28757461111,18.55,0.074,c,18.865,18.582,2.886
59194.30044061111,18.542,0.058,c,18.865,18.582,2.886
59194.31009961111,18.861,0.087,c,18.865,18.582,2.886
59198.24142161111,18.674,0.121,c,18.865,18.649,2.932
59198.25432361111,18.672,0.104,c,18.865,18.649,2.933
59198.265790611105,18.696,0.077,c,18.865,18.649,2.933
59200.29552361111,18.794,0.072,c,18.865,18.684,2.951
59204.22219361112,18.368,0.09,o,18.865,18.752,2.976
59204.22956661111,18.598,0.111,o,18.865,18.752,2.976
59204.24174061111,18.475,0.112,o,18.865,18.752,2.976
59208.28501461111,18.72,0.15,o,18.865,18.822,2.987
59208.34525761111,18.297,0.147,o,18.865,18.823,2.987
59212.2322276111,18.451,0.1,o,18.866,18.891,2.983
59212.23545661111,18.484,0.097,o,18.866,18.891,2.983
59212.24192461111,18.621,0.135,o,18.866,18.891,2.983
59216.2686036111,18.596,0.088,o,18.866,18.96,2.964
59216.272752611105,18.504,0.074,o,18.866,18.96,2.964
59216.279203611106,18.445,0.086,o,18.866,18.96,2.964
59216.289355611116,18.383,0.086,o,18.866,18.961,2.964
59218.276963611104,18.876,0.106,c,18.866,18.995,2.95
59218.28205761111,18.709,0.096,c,18.866,18.995,2.95
59218.28482161111,18.626,0.087,c,18.866,18.995,2.95
59218.295868611116,18.729,0.091,c,18.866,18.995,2.95
59220.22318561111,18.865,0.083,c,18.866,19.028,2.932
59220.226412611104,18.753,0.077,c,18.866,19.028,2.932
59220.231527611104,18.801,0.093,c,18.866,19.028,2.932
59220.24304261112,18.937,0.111,c,18.866,19.028,2.932
59222.259448611105,18.726,0.091,c,18.866,19.063,2.91
59222.2626656111,18.649,0.093,c,18.866,19.063,2.91
59222.2681546111,18.81,0.112,c,18.866,19.063,2.91
59222.2805286111,18.615,0.088,c,18.866,19.063,2.91
59224.25780861111,18.789,0.083,c,18.866,19.096,2.886
59224.26104661111,18.92,0.106,c,18.866,19.096,2.885
59224.27118161111,18.792,0.096,c,18.866,19.097,2.885
59224.27766161111,18.64,0.102,c,18.866,19.097,2.885
59226.25202061111,18.667,0.095,c,18.866,19.13,2.857
59226.255236611105,18.626,0.094,c,18.866,19.13,2.857
59226.2726546111,18.777,0.116,c,18.866,19.13,2.857
59230.216976611104,18.863,0.122,c,18.866,19.195,2.791
59230.228412611104,18.731,0.104,c,18.866,19.195,2.791
59248.24685561111,18.665,0.124,c,18.867,19.466,2.34
59252.225724611104,18.682,0.112,c,18.867,19.519,2.21
59252.231280611115,18.761,0.097,c,18.867,19.519,2.21
59252.24188461111,18.77,0.117,c,18.867,19.519,2.21
59383.5913266111,18.143,0.057,o,18.869,19.107,2.982
59383.5954786111,18.237,0.07,o,18.869,19.107,2.982
59383.605175611105,18.208,0.065,o,18.869,19.107,2.982
59388.57359961111,18.2,0.087,o,18.869,19.026,3.038
59388.576826611104,18.192,0.078,o,18.869,19.026,3.038
59388.584198611105,18.193,0.073,o,18.869,19.026,3.038
59388.60224661111,18.31,0.074,o,18.869,19.025,3.038
59392.58812461111,18.143,0.084,o,18.869,18.96,3.069
59392.60123661111,18.158,0.077,o,18.869,18.959,3.069
59392.6104536111,18.355,0.085,o,18.869,18.959,3.069
59392.61598461111,18.174,0.073,o,18.869,18.959,3.069
59402.56248361111,18.413,0.062,c,18.869,18.793,3.086
59402.574443611105,18.313,0.06,c,18.869,18.793,3.086
59402.592349611106,18.304,0.056,c,18.869,18.792,3.086
59404.53196961112,18.196,0.056,o,18.869,18.76,3.08
59404.54624561111,18.06,0.048,o,18.869,18.76,3.08
59404.549293611104,18.089,0.049,o,18.869,18.76,3.08
59404.55904461111,18.094,0.052,o,18.869,18.759,3.08
59408.550769611116,18.168,0.063,o,18.869,18.693,3.056
59408.5563146111,18.138,0.056,o,18.869,18.693,3.056
59408.55953661111,18.097,0.049,o,18.869,18.693,3.056
59408.57521061111,18.07,0.044,o,18.869,18.693,3.056
59412.550716611106,18.111,0.091,o,18.869,18.627,3.018
59412.553486611105,18.097,0.043,o,18.869,18.627,3.018
59412.55947461111,18.122,0.052,o,18.869,18.627,3.018
59412.56961361111,18.186,0.05,o,18.869,18.627,3.018
59414.54185561111,18.253,0.063,c,18.869,18.595,2.994
59414.550570611114,18.27,0.063,c,18.869,18.594,2.994
59414.56248461111,18.263,0.062,c,18.869,18.594,2.994
59416.55242961111,18.008,0.057,o,18.869,18.562,2.967
59416.55427161111,17.799,0.049,o,18.869,18.562,2.967
59416.5598036111,18.072,0.093,o,18.869,18.562,2.967
59416.57133761111,17.924,0.045,o,18.869,18.562,2.967
59417.5814156111,18.112,0.079,o,18.869,18.546,2.952
59417.59141861111,18.123,0.091,o,18.869,18.545,2.951
59417.61212061111,18.099,0.049,o,18.869,18.545,2.951
59420.48800961111,17.919,0.076,o,18.869,18.499,2.903
59420.49753961111,18.086,0.094,o,18.869,18.499,2.903
59420.50353361111,18.12,0.097,o,18.869,18.499,2.903
59420.51044961111,18.103,0.092,o,18.869,18.499,2.903
59426.52370761111,18.011,0.068,o,18.869,18.406,2.78
59426.54769061111,17.913,0.059,o,18.869,18.406,2.779
59426.552806611115,17.945,0.061,o,18.869,18.406,2.779
59426.55647161111,17.907,0.055,o,18.869,18.406,2.779
59428.52159861111,17.962,0.047,o,18.869,18.377,2.732
59428.528155611115,17.869,0.043,o,18.869,18.376,2.732
59428.53184461111,17.972,0.046,o,18.869,18.376,2.732
59428.537838611104,18.087,0.053,o,18.869,18.376,2.732
59432.48387661111,18.316,0.048,c,18.868,18.319,2.629
59432.50420561111,18.164,0.04,c,18.868,18.319,2.628
59432.5144416111,18.207,0.046,c,18.868,18.318,2.628
59432.523250611106,18.15,0.047,c,18.868,18.318,2.628
59434.543877611104,17.984,0.054,o,18.868,18.29,2.57
59434.54570861111,17.948,0.05,o,18.868,18.29,2.57
59434.54845861111,17.866,0.051,o,18.868,18.29,2.57
59434.55534661111,18.039,0.051,o,18.868,18.29,2.569
59436.50382161111,18.246,0.044,c,18.868,18.263,2.511
59436.51332261111,18.153,0.038,c,18.868,18.263,2.51
59436.515188611105,18.16,0.041,c,18.868,18.263,2.51
59436.52304561111,18.173,0.035,c,18.868,18.263,2.51
59438.47449361111,17.887,0.046,o,18.868,18.236,2.448
59438.48744461111,18.009,0.05,o,18.868,18.236,2.448
59438.49021361111,17.865,0.041,o,18.868,18.236,2.448
59438.497566611106,18.031,0.05,o,18.868,18.236,2.447
59440.50879261111,18.062,0.042,c,18.868,18.21,2.381
59440.51249261112,18.071,0.05,c,18.868,18.21,2.38
59440.5162046111,18.112,0.051,c,18.868,18.21,2.38
59440.5374496111,18.112,0.053,c,18.868,18.209,2.38
59441.59764061111,18.123,0.039,c,18.868,18.196,2.343
59441.600819611114,18.091,0.038,c,18.868,18.196,2.343
59441.62123061111,18.173,0.041,c,18.868,18.196,2.342
59441.6269796111,18.16,0.052,c,18.868,18.195,2.342
59442.4698276111,17.826,0.051,o,18.868,18.185,2.313
59442.49336061111,17.839,0.047,o,18.868,18.185,2.312
59442.497048611105,17.849,0.038,o,18.868,18.185,2.312
59442.5025406111,17.935,0.046,o,18.868,18.184,2.312
59444.4775046111,17.833,0.059,o,18.868,18.16,2.24
59444.47934761111,17.855,0.05,o,18.868,18.16,2.24
59444.488061611104,17.999,0.06,o,18.868,18.16,2.24
59444.497143611115,17.87,0.051,o,18.868,18.16,2.24
59448.46932761111,17.784,0.067,o,18.868,18.113,2.088
59448.47116961111,17.889,0.073,o,18.868,18.113,2.088
59448.473931611115,18.021,0.102,o,18.868,18.113,2.088
59448.484089611105,17.749,0.058,o,18.868,18.113,2.088
59454.452261611106,17.818,0.052,o,18.868,18.05,1.841
59454.4764656111,17.688,0.055,o,18.868,18.05,1.84
59454.48060661111,17.764,0.047,o,18.868,18.05,1.84
59454.48613761111,17.787,0.058,o,18.868,18.049,1.839
59455.49503861111,17.792,0.05,o,18.868,18.04,1.796
59455.496875611105,17.819,0.053,o,18.868,18.04,1.796
59455.50651361111,17.793,0.047,o,18.868,18.039,1.795
59455.5422636111,17.753,0.042,o,18.868,18.039,1.793
59456.451914611105,17.705,0.039,o,18.868,18.03,1.753
59456.452836611104,17.728,0.041,o,18.868,18.03,1.753
59456.45605861111,17.861,0.042,o,18.868,18.03,1.753
59456.46204861111,17.796,0.041,o,18.868,18.03,1.753
59456.46298861111,17.859,0.041,o,18.868,18.03,1.753
59456.46668261111,17.819,0.046,o,18.868,18.03,1.753
59456.475005611115,17.916,0.047,o,18.868,18.03,1.752
59456.475466611104,17.806,0.036,o,18.868,18.03,1.752
59460.46276161111,17.747,0.035,o,18.868,17.994,1.572
59460.46600161111,17.74,0.037,o,18.868,17.994,1.571
59460.47154861111,17.732,0.037,o,18.868,17.994,1.571
59460.476617611115,17.857,0.042,o,18.868,17.994,1.571
59462.48213961111,18.048,0.047,c,18.868,17.978,1.477
59462.48397061111,17.919,0.039,c,18.868,17.978,1.477
59462.48720761111,18.005,0.044,c,18.868,17.978,1.476
59462.50064561111,17.936,0.046,c,18.868,17.978,1.476
59464.4655916111,17.757,0.032,o,18.868,17.963,1.382
59464.46836361111,17.737,0.034,o,18.868,17.963,1.382
59464.47113061111,17.67,0.034,o,18.868,17.963,1.382
59464.47619361111,17.717,0.034,o,18.868,17.963,1.381
59466.4050536111,17.969,0.047,c,18.867,17.949,1.287
59466.429129611104,18.02,0.054,c,18.867,17.949,1.286
59466.43149361111,17.89,0.043,c,18.867,17.949,1.286
59466.435174611106,17.881,0.037,c,18.867,17.949,1.286
59470.410869611114,17.864,0.04,c,18.867,17.924,1.088
59470.4145496111,17.82,0.039,c,18.867,17.924,1.088
59470.44114361111,17.879,0.041,c,18.867,17.923,1.086
59470.446655611115,17.848,0.036,c,18.867,17.923,1.086
59474.50165761111,17.7,0.054,o,18.867,17.902,0.878
59474.53442761111,17.356,0.074,o,18.867,17.902,0.877
59474.53883461111,17.613,0.071,o,18.867,17.902,0.876
59474.56733561111,17.725,0.067,o,18.867,17.902,0.875
59481.57551961111,17.454,0.107,o,18.867,17.877,0.51
59484.45590861111,17.472,0.044,o,18.867,17.871,0.361
59484.4586786111,17.41,0.044,o,18.867,17.871,0.361
59484.461505611114,17.46,0.044,o,18.867,17.871,0.361
59484.49205061111,17.482,0.043,o,18.867,17.871,0.359
59484.4943666111,17.462,0.048,o,18.867,17.871,0.359
59484.498067611115,17.395,0.047,o,18.867,17.871,0.359
59484.503134611106,17.468,0.047,o,18.867,17.871,0.359
59484.504074611104,17.415,0.044,o,18.867,17.871,0.359
59485.45861861111,17.348,0.037,o,18.867,17.87,0.311
59485.4600036111,17.452,0.042,o,18.867,17.87,0.311
59485.463705611124,17.411,0.04,o,18.867,17.87,0.311
59485.48630961111,17.44,0.037,o,18.867,17.87,0.31
59485.488664611104,17.369,0.04,o,18.867,17.87,0.309
59485.489160611105,17.429,0.035,o,18.867,17.87,0.309
59485.500406611114,17.476,0.044,o,18.867,17.87,0.309
59486.38446961111,17.417,0.031,o,18.867,17.869,0.266
59486.3867536111,17.326,0.033,o,18.867,17.869,0.266
59486.389498611105,17.482,0.032,o,18.867,17.869,0.265
59486.4180286111,17.35,0.034,o,18.867,17.869,0.264
59488.435512611104,17.314,0.043,o,18.867,17.867,0.176
59488.43919861111,17.327,0.037,o,18.867,17.867,0.176
59488.44564761111,17.302,0.043,o,18.867,17.867,0.175
59488.48082561111,17.351,0.035,o,18.867,17.867,0.174
59490.440225611106,17.402,0.033,o,18.867,17.867,0.127
59490.443494611114,17.311,0.031,o,18.867,17.867,0.127
59490.449553611106,17.325,0.029,o,18.867,17.867,0.127
59490.48391161111,17.366,0.031,o,18.867,17.867,0.127
59491.46084761111,17.328,0.031,o,18.867,17.867,0.133
59491.47792061111,17.245,0.027,o,18.867,17.867,0.134
59491.4817296111,17.285,0.03,o,18.867,17.867,0.134
59491.48752361111,17.275,0.026,o,18.867,17.867,0.134
59492.3813286111,17.277,0.123,o,18.866,17.868,0.157
59494.39421161111,17.394,0.029,o,18.866,17.87,0.239
59494.42969261111,17.34,0.032,o,18.866,17.87,0.241
59494.43973161111,17.274,0.036,o,18.866,17.87,0.241
59494.44661161111,17.348,0.033,o,18.866,17.87,0.242
59496.36838561111,17.422,0.04,o,18.866,17.873,0.335
59496.37115161111,17.314,0.034,o,18.866,17.873,0.335
59496.3739136111,17.481,0.042,o,18.866,17.873,0.335
59496.384316611104,17.445,0.044,o,18.866,17.873,0.336
59498.413654611104,17.522,0.04,o,18.866,17.878,0.44
59498.41879661111,17.462,0.037,o,18.866,17.878,0.44
59498.42200861111,17.37,0.032,o,18.866,17.878,0.44
59498.45646161111,17.4,0.031,o,18.866,17.878,0.442
59500.3440916111,17.448,0.049,o,18.866,17.884,0.54
59500.34660961111,17.471,0.048,o,18.866,17.884,0.54
59500.34937061111,17.394,0.046,o,18.866,17.884,0.54
59500.35447061111,17.527,0.043,o,18.866,17.884,0.54
59509.401822611115,17.612,0.111,o,18.866,17.925,1.009
59509.41519661111,17.741,0.124,o,18.866,17.925,1.01
59509.427718611114,17.587,0.111,o,18.866,17.925,1.01
59510.38336861111,17.46,0.048,o,18.866,17.931,1.059
59510.3889146111,17.511,0.048,o,18.866,17.931,1.059
59510.39305061111,17.579,0.076,o,18.866,17.931,1.06
59510.39948761111,17.594,0.073,o,18.866,17.931,1.06
59510.403146611105,17.729,0.074,o,18.866,17.931,1.06
59510.405432611115,17.455,0.049,o,18.866,17.931,1.06
59510.40909061111,17.543,0.067,o,18.866,17.931,1.06
59510.41920661111,17.638,0.075,o,18.866,17.931,1.061
59511.39265061111,17.506,0.054,o,18.866,17.937,1.11
59511.393564611106,17.848,0.092,o,18.866,17.937,1.11
59511.41077261111,17.557,0.046,o,18.866,17.937,1.111
59511.411228611105,17.821,0.067,o,18.866,17.937,1.111
59511.41397161111,17.53,0.046,o,18.866,17.937,1.111
59511.4205906111,17.588,0.048,o,18.866,17.937,1.111
59512.404865611104,17.529,0.054,o,18.866,17.944,1.16
59512.409987611114,17.563,0.049,o,18.866,17.944,1.161
59512.41413861111,17.548,0.054,o,18.866,17.944,1.161
59512.425689611104,17.661,0.051,o,18.866,17.944,1.162
59513.418624611106,17.592,0.043,o,18.866,17.951,1.211
59513.43961961111,17.513,0.05,o,18.866,17.951,1.212
59513.442419611114,17.504,0.044,o,18.866,17.951,1.212
59513.45879961111,17.482,0.05,o,18.866,17.951,1.213
59515.5085166111,17.577,0.049,o,18.865,17.966,1.314
59515.51178261111,17.629,0.058,o,18.865,17.966,1.314
59515.53574961111,17.664,0.062,o,18.865,17.966,1.315
59515.5417476111,17.633,0.057,o,18.865,17.966,1.315
59516.3910536111,17.514,0.039,o,18.865,17.973,1.356
59516.39474661111,17.579,0.04,o,18.865,17.973,1.356
59516.40079861111,17.596,0.044,o,18.865,17.973,1.357
59516.4144916111,17.571,0.04,o,18.865,17.973,1.357
59518.36466361111,17.824,0.038,c,18.865,17.989,1.451
59518.36984561111,17.818,0.037,c,18.865,17.989,1.451
59518.37350961111,17.862,0.042,c,18.865,17.989,1.451
59518.386385611106,17.799,0.034,c,18.865,17.989,1.452
59520.37475561111,17.648,0.045,o,18.865,18.006,1.545
59520.38452261111,17.676,0.042,o,18.865,18.007,1.545
59520.3877496111,17.57,0.036,o,18.865,18.007,1.545
59520.40999661111,17.659,0.045,o,18.865,18.007,1.546
59522.38567361111,17.768,0.042,c,18.865,18.025,1.637
59522.388875611105,17.831,0.043,c,18.865,18.025,1.637
59522.396232611114,17.888,0.047,c,18.865,18.025,1.637
59522.41096161111,17.827,0.037,c,18.865,18.025,1.638
59524.386708611106,17.596,0.043,o,18.865,18.044,1.726
59524.38993661111,17.664,0.048,o,18.865,18.044,1.727
59524.39740861112,17.615,0.049,o,18.865,18.045,1.727
59524.43289361112,17.609,0.047,o,18.865,18.045,1.728
59526.33080661111,17.807,0.043,c,18.865,18.064,1.811
59526.335021611114,17.885,0.038,c,18.865,18.064,1.811
59526.367278611106,17.86,0.041,c,18.865,18.065,1.813
59526.373701611104,17.833,0.04,c,18.865,18.065,1.813
59528.36875861111,17.581,0.043,o,18.865,18.086,1.898
59528.369685611106,17.615,0.05,o,18.865,18.086,1.898
59528.37198861111,17.62,0.05,o,18.865,18.086,1.898
59528.37291261111,17.634,0.053,o,18.865,18.086,1.898
59528.37754761111,17.698,0.046,o,18.865,18.086,1.898
59528.37847061111,17.613,0.047,o,18.865,18.086,1.898
59528.39098261111,17.608,0.042,o,18.865,18.086,1.898
59528.39144461111,17.646,0.053,o,18.865,18.086,1.898
59530.343367611116,17.759,0.084,o,18.865,18.108,1.979
59530.3557906111,17.61,0.064,o,18.865,18.108,1.979
59538.412192611104,17.668,0.074,o,18.864,18.208,2.282
59538.41539461111,17.738,0.074,o,18.864,18.208,2.282
59538.42233261112,17.719,0.079,o,18.864,18.208,2.283
59538.43334761111,17.695,0.09,o,18.864,18.208,2.283
59539.42040761111,17.649,0.074,o,18.864,18.221,2.317
59539.430550611105,17.86,0.081,o,18.864,18.221,2.317
59539.44302361111,17.831,0.084,o,18.864,18.221,2.318
59541.31975061111,17.801,0.07,o,18.864,18.247,2.38
59541.34393261111,17.604,0.06,o,18.864,18.247,2.381
